#         t          x          y          z         vx         vy         vz
      0.000    -98.600   -119.990   -127.780    -28.430    173.920     93.230
      0.010    -98.881   -118.247   -126.844    -27.743    174.749     94.036
      0.020    -99.155   -116.495   -125.899    -27.040    175.582     94.851
      0.030    -99.422   -114.735   -124.947    -26.321    176.419     95.675
      0.040    -99.681   -112.967   -123.986    -25.586    177.259     96.509
      0.050    -99.933   -111.190   -123.016    -24.835    178.103     97.353
      0.060   -100.178   -109.405   -122.039    -24.067    178.950     98.207
      0.070   -100.414   -107.611   -121.052    -23.281    179.801     99.071
      0.080   -100.643   -105.808   -120.057    -22.477    180.654     99.946
      0.090   -100.864   -103.998   -119.053    -21.654    181.510    100.831
      0.100   -101.076   -102.178   -118.040    -20.812    182.370    101.726
      0.110   -101.280   -100.350   -117.019    -19.951    183.232    102.633
      0.120   -101.475    -98.514   -115.988    -19.070    184.096    103.550
      0.130   -101.661    -96.668   -114.948    -18.167    184.963    104.479
      0.140   -101.838    -94.814   -113.898    -17.244    185.832    105.419
      0.150   -102.006    -92.952   -112.839    -16.298    186.703    106.370
      0.160   -102.164    -91.080   -111.771    -15.330    187.576    107.334
      0.170   -102.313    -89.200   -110.692    -14.338    188.450    108.309
      0.180   -102.451    -87.311   -109.604    -13.323    189.326    109.296
      0.190   -102.579    -85.414   -108.506    -12.283    190.202    110.296
      0.200   -102.696    -83.507   -107.398    -11.217    191.079    111.308
      0.210   -102.803    -81.592   -106.280    -10.125    191.956    112.333
      0.220   -102.899    -79.668   -105.152     -9.006    192.833    113.370
      0.230   -102.983    -77.735   -104.013     -7.860    193.710    114.421
      0.240   -103.056    -75.794   -102.863     -6.684    194.586    115.485
      0.250   -103.117    -73.844   -101.703     -5.480    195.460    116.561
      0.260   -103.165    -71.885   -100.532     -4.245    196.332    117.652
      0.270   -103.201    -69.917    -99.350     -2.978    197.203    118.756
      0.280   -103.225    -67.941    -98.157     -1.680    198.070    119.873
      0.290   -103.235    -65.956    -96.952     -0.348    198.933    121.005
      0.300   -103.231    -63.962    -95.737      1.017    199.793    122.151
      0.310   -103.214    -61.960    -94.509      2.418    200.647    123.310
      0.320   -103.183    -59.949    -93.270      3.856    201.496    124.484
      0.330   -103.137    -57.930    -92.019      5.330    202.339    125.673
      0.340   -103.076    -55.902    -90.757      6.843    203.174    126.875
      0.350   -103.000    -53.866    -89.482      8.396    204.001    128.093
      0.360   -102.908    -51.822    -88.195      9.990    204.819    129.324
      0.370   -102.800    -49.770    -86.895     11.625    205.627    130.570
      0.380   -102.675    -47.710    -85.583     13.304    206.423    131.831
      0.390   -102.534    -45.642    -84.259     15.027    207.207    133.106
      0.400   -102.375    -43.566    -82.921     16.796    207.977    134.395
      0.410   -102.197    -41.482    -81.571     18.612    208.732    135.699
      0.420   -102.002    -39.391    -80.207     20.476    209.470    137.017
      0.430   -101.788    -37.293    -78.830     22.390    210.190    138.349
      0.440   -101.554    -35.188    -77.440     24.355    210.891    139.694
      0.450   -101.300    -33.075    -76.036     26.372    211.570    141.053
      0.460   -101.026    -30.956    -74.619     28.444    212.225    142.426
      0.470   -100.731    -28.831    -73.188     30.570    212.856    143.810
      0.480   -100.415    -26.699    -71.743     32.753    213.458    145.208
      0.490   -100.076    -24.562    -70.284     34.994    214.031    146.617
      0.500    -99.714    -22.419    -68.810     37.295    214.572    148.037
      0.510    -99.330    -20.271    -67.323     39.656    215.078    149.467
      0.520    -98.921    -18.117    -65.821     42.078    215.548    150.908
      0.530    -98.488    -15.960    -64.305     44.564    215.977    152.357
      0.540    -98.029    -13.798    -62.774     47.114    216.363    153.814
      0.550    -97.545    -11.633    -61.228     49.729    216.703    155.278
      0.560    -97.034     -9.464    -59.668     52.411    216.994    156.747
      0.570    -96.497     -7.293    -58.093     55.160    217.232    158.221
      0.580    -95.931     -5.120    -56.504     57.976    217.413    159.698
      0.590    -95.337     -2.945    -54.899     60.862    217.535    161.175
      0.600    -94.713     -0.770    -53.280     63.816    217.593    162.653
      0.610    -94.060      1.406    -51.646     66.840    217.583    164.127
      0.620    -93.376      3.582    -49.998     69.932    217.500    165.598
      0.630    -92.661      5.756    -48.334     73.094    217.342    167.061
      0.640    -91.914      7.928    -46.656     76.325    217.102    168.515
      0.650    -91.134     10.097    -44.964     79.623    216.777    169.958
      0.660    -90.321     12.263    -43.257     82.988    216.363    171.386
      0.670    -89.474     14.424    -41.536     86.419    215.853    172.796
      0.680    -88.593     16.580    -39.802     89.912    215.245    174.186
      0.690    -87.676     18.729    -38.053     93.467    214.533    175.551
      0.700    -86.723     20.870    -36.291     97.080    213.713    176.889
      0.710    -85.734     23.002    -34.515    100.748    212.780    178.196
      0.720    -84.708     25.125    -32.727    104.467    211.730    179.468
      0.730    -83.644     27.236    -30.926    108.233    210.558    180.701
      0.740    -82.543     29.335    -29.113    112.041    209.262    181.891
      0.750    -81.403     31.421    -27.288    115.885    207.837    183.035
      0.760    -80.225     33.492    -25.453    119.761    206.281    184.127
      0.770    -79.008     35.546    -23.606    123.661    204.590    185.163
      0.780    -77.752     37.583    -21.750    127.578    202.763    186.140
      0.790    -76.456     39.600    -19.884    131.504    200.797    187.054
      0.800    -75.122     41.598    -18.009    135.432    198.693    187.900
      0.810    -73.748     43.574    -16.126    139.354    196.449    188.674
      0.820    -72.335     45.526    -14.236    143.260    194.067    189.373
      0.830    -70.883     47.454    -12.339    147.141    191.547    189.994
      0.840    -69.392     49.356    -10.436    150.988    188.892    190.532
      0.850    -67.863     51.231     -8.529    154.791    186.105    190.987
      0.860    -66.296     53.078     -6.617    158.542    183.189    191.354
      0.870    -64.693     54.895     -4.702    162.229    180.149    191.632
      0.880    -63.052     56.680     -2.785    165.845    176.991    191.820
      0.890    -61.376     58.434     -0.866    169.380    173.721    191.916
      0.900    -59.665     60.154      1.053    172.824    170.347    191.910
      0.910    -57.920     61.840      2.971    176.167    166.879    191.806
      0.920    -56.142     63.491      4.889    179.401    163.325    191.609
      0.930    -54.333     65.106      6.803    182.519    159.696    191.321
      0.940    -52.492     66.685      8.715    185.515    155.999    190.943
      0.950    -50.623     68.226     10.622    188.384    152.245    190.478
      0.960    -48.725     69.730     12.524    191.123    148.443    189.928
      0.970    -46.801     71.195     14.420    193.726    144.601    189.296
      0.980    -44.852     72.621     16.309    196.193    140.731    188.584
      0.990    -42.878     74.009     18.191    198.521    136.840    187.796
      1.000    -40.882     75.358     20.065    200.709    132.939    186.935
      1.010    -38.865     76.668     21.929    202.757    129.034    186.006
      1.020    -36.827     77.939     23.785    204.666    125.135    185.013
      1.030    -34.772     79.171     25.629    206.436    121.250    183.959
      1.040    -32.699     80.364     27.463    208.071    117.385    182.849
      1.050    -30.611     81.519     29.286    209.572    113.547    181.687
      1.060    -28.509     82.635     31.097    210.942    109.743    180.477
      1.070    -26.393     83.714     32.895    212.184    105.979    179.223
      1.080    -24.266     84.755     34.681    213.303    102.258    177.930
      1.090    -22.128     85.759     36.454    214.302     98.586    176.601
      1.100    -19.980     86.727     38.213    215.185     94.967    175.240
      1.110    -17.824     87.659     39.959    215.958     91.405    173.852
      1.120    -15.661     88.555     41.690    216.623     87.902    172.439
      1.130    -13.492     89.417     43.407    217.187     84.460    171.005
      1.140    -11.318     90.245     45.110    217.654     81.083    169.554
      1.150     -9.140     91.039     46.798    218.027     77.771    168.087
      1.160     -6.958     91.801     48.472    218.313     74.526    166.609
      1.170     -4.774     92.530     50.130    218.515     71.348    165.121
      1.180     -2.588     93.228     51.774    218.639     68.240    163.627
      1.190     -0.402     93.895     53.403    218.687     65.200    162.128
      1.200      1.785     94.532     55.017    218.665     62.229    160.627
      1.210      3.971     95.140     56.615    218.577     59.326    159.126
      1.220      6.156     95.719     58.199    218.427     56.493    157.626
      1.230      8.340     96.270     59.768    218.218     53.727    156.129
      1.240     10.521     96.794     61.322    217.954     51.028    154.637
      1.250     12.699     97.291     62.861    217.639     48.396    153.150
      1.260     14.873     97.762     64.385    217.277     45.829    151.671
      1.270     17.044     98.208     65.894    216.869     43.326    150.200
      1.280     19.210     98.629     67.389    216.420     40.887    148.739
      1.290     21.372     99.026     68.869    215.932     38.510    147.287
      1.300     23.529     99.400     70.335    215.408     36.193    145.847
      1.310     25.680     99.750     71.786    214.850     33.937    144.418
      1.320     27.826    100.079     73.223    214.261     31.738    143.001
      1.330     29.965    100.385     74.646    213.644     29.596    141.597
      1.340     32.098    100.671     76.055    213.000     27.510    140.206
      1.350     34.225    100.936     77.450    212.331     25.478    138.829
      1.360     36.345    101.181     78.832    211.640     23.499    137.466
      1.370     38.458    101.406     80.200    210.929     21.572    136.118
      1.380     40.563    101.612     81.554    210.198     19.694    134.783
      1.390     42.662    101.800     82.895    209.450     17.865    133.463
      1.400     44.752    101.970     84.223    208.685     16.084    132.158
      1.410     46.835    102.122     85.539    207.907     14.348    130.868
      1.420     48.910    102.257     86.841    207.115     12.658    129.593
      1.430     50.977    102.375     88.131    206.311     11.011    128.333
      1.440     53.036    102.477     89.408    205.496      9.406    127.087
      1.450     55.087    102.564     90.672    204.672      7.843    125.857
      1.460     57.130    102.635     91.925    203.838      6.319    124.641
      1.470     59.164    102.690     93.165    202.997      4.835    123.441
      1.480     61.190    102.731     94.394    202.150      3.388    122.255
      1.490     63.207    102.758     95.610    201.296      1.977    121.083
      1.500     65.216    102.771     96.815    200.437      0.602    119.927
      1.510     67.216    102.770     98.009    199.573     -0.738    118.784
      1.520     69.207    102.757     99.191    198.705     -2.046    117.656
      1.530     71.190    102.730    100.362    197.834     -3.320    116.542
      1.540     73.164    102.690    101.522    196.961     -4.563    115.442
      1.550     75.129    102.639    102.671    196.085     -5.776    114.356
      1.560     77.085    102.575    103.809    195.208     -6.958    113.284
      1.570     79.033    102.500    104.937    194.329     -8.112    112.225
      1.580     80.972    102.413    106.054    193.450     -9.238    111.179
      1.590     82.902    102.315    107.161    192.571    -10.337    110.146
      1.600     84.823    102.206    108.257    191.691    -11.409    109.126
      1.610     86.736    102.087    109.343    190.812    -12.456    108.120
      1.620     88.640    101.957    110.419    189.934    -13.478    107.125
      1.630     90.535    101.817    111.486    189.057    -14.476    106.143
      1.640     92.421    101.668    112.542    188.181    -15.450    105.173
      1.650     94.298    101.509    113.589    187.307    -16.401    104.216
      1.660     96.167    101.340    114.627    186.434    -17.330    103.270
      1.670     98.027    101.162    115.655    185.564    -18.238    102.335
      1.680     99.878    100.975    116.673    184.696    -19.125    101.412
      1.690    101.721    100.780    117.683    183.830    -19.991    100.501
      1.700    103.555    100.576    118.683    182.967    -20.837     99.600
      1.710    105.380    100.363    119.675    182.107    -21.665     98.711
      1.720    107.197    100.142    120.658    181.250    -22.473     97.832
      1.730    109.005     99.914    121.632    180.395    -23.264     96.963
      1.740    110.805     99.677    122.597    179.544    -24.037     96.105
      1.750    112.596     99.433    123.554    178.697    -24.792     95.257
      1.760    114.379     99.181    124.502    177.852    -25.531     94.420
      1.770    116.153     98.922    125.442    177.011    -26.254     93.592
      1.780    117.919     98.656    126.374    176.174    -26.960     92.773
      1.790    119.677     98.383    127.298    175.341    -27.652     91.965
      1.800    121.426     98.103    128.213    174.511    -28.328     91.165
      1.810    123.167     97.817    129.121    173.685    -28.989     90.375
      1.820    124.900     97.524    130.021    172.863    -29.637     89.594
      1.830    126.624     97.224    130.913    172.044    -30.270     88.822
      1.840    128.341     96.918    131.798    171.230    -30.890     88.058
      1.850    130.049     96.606    132.674    170.420    -31.497     87.303
      1.860    131.749     96.288    133.544    169.613    -32.092     86.557
      1.870    133.441     95.965    134.405    168.811    -32.673     85.819
      1.880    135.125     95.635    135.260    168.013    -33.243     85.089
      1.890    136.801     95.300    136.107    167.219    -33.800     84.367
      1.900    138.470     94.959    136.947    166.429    -34.346     83.652
      1.910    140.130     94.613    137.780    165.643    -34.881     82.946
      1.920    141.783     94.262    138.606    164.861    -35.405     82.247
      1.930    143.427     93.905    139.425    164.083    -35.918     81.556
      1.940    145.064     93.543    140.238    163.310    -36.420     80.872
      1.950    146.693     93.177    141.043    162.541    -36.913     80.196
      1.960    148.315     92.805    141.841    161.775    -37.395     79.526
      1.970    149.929     92.429    142.633    161.014    -37.868     78.863
      1.980    151.535     92.048    143.419    160.257    -38.331     78.208
      1.990    153.134     91.662    144.198    159.505    -38.785     77.559
      2.000    154.725     91.272    144.970    158.756    -39.230     76.917
      2.010    156.309     90.878    145.736    158.011    -39.666     76.281
      2.020    157.886     90.479    146.496    157.271    -40.093     75.652
      2.030    159.455     90.076    147.249    156.534    -40.512     75.029
      2.040    161.016     89.669    147.996    155.802    -40.923     74.412
      2.050    162.571     89.257    148.737    155.073    -41.326     73.801
      2.060    164.118     88.842    149.472    154.349    -41.721     73.197
      2.070    165.658     88.423    150.201    153.629    -42.108     72.598
      2.080    167.190     88.000    150.924    152.912    -42.488     72.005
      2.090    168.716     87.573    151.641    152.200    -42.860     71.418
      2.100    170.234     87.143    152.353    151.491    -43.226     70.837
      2.110    171.746     86.709    153.058    150.786    -43.584     70.261
      2.120    173.250     86.271    153.758    150.086    -43.935     69.691
      2.130    174.748     85.830    154.452    149.389    -44.280     69.126
      2.140    176.238     85.386    155.140    148.695    -44.618     68.566
      2.150    177.722     84.938    155.823    148.006    -44.950     68.012
      2.160    179.198     84.487    156.501    147.321    -45.275     67.462
      2.170    180.668     84.032    157.173    146.639    -45.594     66.918
      2.180    182.131     83.575    157.839    145.961    -45.908     66.379
      2.190    183.587     83.114    158.500    145.286    -46.215     65.844
      2.200    185.037     82.651    159.156    144.616    -46.517     65.315
      2.210    186.480     82.184    159.807    143.949    -46.812     64.790
      2.220    187.916     81.714    160.452    143.285    -47.103     64.270
      2.230    189.345     81.242    161.092    142.625    -47.388     63.754
      2.240    190.768     80.767    161.727    141.969    -47.668     63.243
      2.250    192.185     80.289    162.357    141.316    -47.942     62.737
      2.260    193.595     79.808    162.982    140.667    -48.212     62.234
      2.270    194.998     79.324    163.602    140.021    -48.476     61.737
      2.280    196.395     78.838    164.216    139.379    -48.736     61.243
      2.290    197.786     78.350    164.826    138.739    -48.991     60.754
      2.300    199.170     77.858    165.432    138.104    -49.241     60.269
      2.310    200.548     77.365    166.032    137.472    -49.486     59.787
      2.320    201.919     76.869    166.627    136.843    -49.727     59.310
      2.330    203.285     76.370    167.218    136.217    -49.964     58.837
      2.340    204.644     75.870    167.804    135.595    -50.196     58.368
      2.350    205.996     75.366    168.385    134.975    -50.424     57.903
      2.360    207.343     74.861    168.962    134.359    -50.648     57.441
      2.370    208.684     74.353    169.534    133.747    -50.868     56.983
      2.380    210.018     73.844    170.102    133.137    -51.084     56.529
      2.390    211.346     73.332    170.665    132.531    -51.295     56.079
      2.400    212.669     72.818    171.223    131.927    -51.503     55.632
      2.410    213.985     72.302    171.778    131.327    -51.708     55.188
      2.420    215.295     71.784    172.327    130.730    -51.908     54.748
      2.430    216.600     71.264    172.873    130.135    -52.105     54.312
      2.440    217.898     70.742    173.413    129.544    -52.298     53.879
      2.450    219.190     70.218    173.950    128.956    -52.488     53.449
      2.460    220.477     69.692    174.482    128.370    -52.674     53.023
      2.470    221.758     69.164    175.011    127.788    -52.857     52.599
      2.480    223.033     68.635    175.534    127.208    -53.037     52.180
      2.490    224.302     68.104    176.054    126.631    -53.213     51.763
      2.500    225.566     67.571    176.570    126.057    -53.386     51.349
      2.510    226.823     67.036    177.081    125.486    -53.556     50.938
      2.520    228.075     66.499    177.589    124.918    -53.723     50.531
      2.530    229.322     65.961    178.092    124.352    -53.887     50.126
      2.540    230.562     65.422    178.591    123.789    -54.048     49.725
      2.550    231.797     64.880    179.086    123.229    -54.205     49.326
      2.560    233.027     64.338    179.578    122.671    -54.360     48.930
      2.570    234.251     63.793    180.065    122.116    -54.513     48.537
      2.580    235.469     63.247    180.548    121.564    -54.662     48.147
      2.590    236.682     62.700    181.028    121.014    -54.809     47.760
      2.600    237.890     62.151    181.504    120.467    -54.953     47.375
      2.610    239.091     61.601    181.975    119.923    -55.094     46.993
      2.620    240.288     61.049    182.443    119.381    -55.233     46.614
